"G1"	"G2"	"G3"	"G4"	"G5"	"G6"	"G7"	"G8"	"G9"	"G10"	"G11"	"G12"	"G13"	"G14"	"G15"	"G16"	"G17"	"G18"	"G19"	"G20"	"G21"	"G22"	"G23"	"G24"	"G25"	"G26"	"G27"	"G28"	"G29"	"G30"	"G31"	"G32"	"G33"	"G34"	"G35"	"G36"	"G37"	"G38"	"G39"	"G40"	"G41"	"G42"	"G43"	"G44"	"G45"	"G46"	"G47"	"G48"	"G49"	"G50"	"G51"	"G52"	"G53"	"G54"	"G55"	"G56"	"G57"	"G58"	"G59"	"G60"	"G61"	"G62"	"G63"	"G64"	"G65"	"G66"	"G67"	"G68"	"G69"	"G70"	"G71"	"G72"	"G73"	"G74"	"G75"	"G76"	"G77"	"G78"	"G79"	"G80"	"G81"	"G82"	"G83"	"G84"	"G85"	"G86"	"G87"	"G88"	"G89"	"G90"	"G91"	"G92"	"G93"	"G94"	"G95"	"G96"	"G97"	"G98"	"G99"	"G100"
0.0000000	0.5914253	0.3757829	0.7076079	0.0409052	0.0286440	0.7091638	0.4141329	0.6475128	0.1651273	0.2792194	0.1212564	0.1513639	0.2786824	0.3128470	0.2173224	0.5364632	0.2757504	0.4929491	0.4780382	0.1269113	0.0294868	0.5106269	0.5194798	0.5919812	0.6262691	0.2889870	0.4810990	0.0437622	0.0043906	0.1912039	0.3631730	0.7721112	0.2618240	0.1932542	0.1278244	0.6011577	0.0424030	0.7294731	0.2467768	0.5152530	0.0601067	0.5735365	0.0371035	0.0523070	0.7475717	0.3611005	0.2718988	0.6287675	0.6810630	0.1320185	0.5794970	0.3752546	0.5272428	0.8055143	0.5058794	0.0683653	0.0144394	0.0890702	0.6323365	0.0160531	0.1511250	0.2396107	0.3669206	0.1782653	0.5199506	0.0158553	0.0420393	0.3250960	0.0259765	0.6659740	0.3132137	0.2364753	0.0559905	0.3898648	0.0659433	0.7040147	0.4229796	0.2931212	0.2950732	0.5346295	0.4429193	0.7113877	0.0580979	0.5823377	0.6958921	0.1663619	0.6618670	0.0307203	0.5105723	0.6352784	0.5826162	0.0760425	0.4417504	0.0940005	0.3473979	0.5664081	0.5996796	0.0373548	0.6333850
0.3017913	0.0000000	0.4906857	0.4452940	0.0909207	0.6034762	0.5614703	0.4968634	0.7941374	0.1926932	0.3469304	0.1757508	0.0803394	0.2541259	0.1057406	0.2558138	0.5298668	0.2729234	0.4869865	0.4748061	0.1342228	0.0742215	0.4937564	0.5400442	0.6527282	0.6915316	0.3362325	0.5128847	0.0417134	0.0077712	0.2265090	0.5151137	0.5386484	0.3466209	0.3349213	0.0435943	0.5841822	0.0334157	0.5896591	0.2932815	0.5481008	0.0833106	0.5521596	0.0386329	0.0678238	0.6224606	0.3776494	0.2797044	0.5479815	0.5508209	0.0845234	0.7096104	0.4668163	0.4966222	0.7022688	0.4372252	0.0949572	0.0141095	0.0721407	0.6205162	0.0093078	0.1135072	0.2340572	0.4837880	0.1850182	0.5444097	0.0463372	0.0545551	0.2507618	0.0175675	0.5815683	0.2207138	0.1882867	0.0476748	0.4032562	0.0551831	0.6053093	0.3802603	0.3952029	0.2548340	0.4056522	0.2372073	0.7290233	0.0521612	0.6222407	0.6700958	0.2764212	0.5438954	0.0399623	0.6863000	0.5761849	0.6812556	0.0851918	0.5651376	0.0652255	0.5273278	0.5050338	0.6862995	0.0579235	0.5522136
0.3628028	0.2847820	0.0000000	0.4626884	0.1353602	0.5487429	0.5429968	0.3770597	0.6519942	0.2103742	0.2844377	0.1026325	0.1927865	0.2666997	0.1212024	0.2647686	0.5326232	0.2900083	0.4692395	0.2846790	0.2009676	0.3554135	0.5891922	0.3097804	0.6652575	0.5471164	0.2497397	0.4703812	0.0376686	0.0084879	0.1588334	0.4604796	0.5558245	0.2972168	0.1561904	0.2046506	0.5709517	0.0370894	0.5565945	0.3035191	0.6673046	0.0650513	0.6103216	0.0247813	0.0287839	0.6844379	0.4034014	0.2028675	0.5253669	0.5623148	0.1010596	0.7502512	0.3963898	0.4030393	0.6293137	0.4738352	0.1067891	0.0760715	0.0600732	0.6119779	0.0106579	0.1169881	0.2652196	0.2988345	0.2406646	0.5911087	0.0425127	0.0587998	0.3127838	0.0420909	0.6734067	0.2968450	0.2435057	0.0407370	0.4543952	0.0343725	0.5739043	0.4521013	0.2899583	0.2973957	0.3461832	0.2807195	0.5888917	0.0472314	0.3724075	0.6178476	0.0744084	0.5776094	0.0601424	0.5681665	0.6075946	0.7273705	0.1188745	0.3969301	0.1218657	0.4428285	0.4571827	0.6518558	0.0374316	0.5118018
0.3601403	0.2704952	0.5197123	0.0000000	0.0750509	0.5604314	0.4829429	0.4530051	0.5130077	0.2894427	0.3279210	0.0984053	0.2191072	0.2341717	0.1651285	0.2426940	0.5629537	0.3193301	0.4440562	0.3995043	0.2010101	0.1851268	0.4427673	0.4002668	0.6539037	0.5747152	0.3278799	0.6671727	0.0922027	0.0072161	0.2617098	0.4127659	0.6967607	0.3792720	0.2171961	0.1208886	0.4829397	0.0228263	0.5960924	0.2254813	0.5911097	0.0389741	0.6280725	0.0326454	0.0703572	0.6993639	0.3770623	0.2496006	0.3593689	0.4977224	0.1362729	0.6091674	0.4462619	0.4848041	0.5986771	0.6180263	0.1254561	0.0201724	0.0439975	0.6384870	0.0177553	0.0986461	0.3215032	0.4602659	0.2519197	0.6153977	0.0726707	0.0332386	0.3434181	0.0481409	0.5834785	0.3878417	0.2482825	0.0406873	0.4806623	0.0449752	0.6032897	0.4443024	0.3312411	0.3197816	0.3717684	0.0069767	0.6921789	0.0818895	0.4826966	0.6328842	0.0668634	0.5223662	0.0542049	0.6393640	0.5870608	0.6314617	0.0599077	0.5693733	0.0984197	0.4527601	0.5626257	0.6353737	0.0345206	0.5547798
0.3073693	0.2619944	0.5215608	0.3566782	0.0000000	0.6253620	0.5047204	0.4168878	0.6413943	0.1821496	0.3822648	0.0855931	0.2000960	0.2682780	0.1706718	0.2501789	0.5054672	0.2387570	0.3408623	0.3776835	0.1795324	0.0895675	0.5762043	0.4456667	0.5529633	0.5638274	0.3230325	0.5902272	0.0320586	0.0064671	0.2859435	0.3951249	0.6513521	0.2822590	0.1819408	0.0956310	0.5480932	0.0096514	0.7656835	0.3181858	0.6578806	0.0389447	0.5893289	0.0578732	0.0537799	0.7664395	0.3152402	0.3318516	0.6284033	0.6026909	0.1427948	0.6504133	0.3917217	0.6149340	0.8375590	0.3781003	0.0856746	0.0345287	0.0409750	0.6782052	0.0138201	0.0930295	0.2420587	0.4165264	0.1671694	0.5228689	0.0305959	0.0769111	0.3697977	0.0568865	0.6444511	0.2554829	0.2370940	0.0295807	0.4486968	0.0517082	0.5249932	0.4759944	0.3141895	0.2931335	0.3819764	0.2745306	0.6608242	0.0302195	0.5939726	0.4789025	0.2801174	0.6303168	0.0815723	0.6644272	0.6746220	0.7007480	0.0838249	0.4540743	0.0721432	0.4844907	0.5349120	0.7057702	0.0278460	0.5217703
0.2450729	0.2541877	0.5059441	0.4538008	0.0876488	0.0000000	0.4939127	0.4443687	0.5872749	0.1822790	0.3950314	0.1062373	0.1425485	0.2495655	0.1357477	0.2593494	0.6033842	0.1670159	0.4094518	0.3703297	0.1981162	0.2457282	0.4348172	0.3543620	0.5452502	0.5274827	0.2054624	0.5053848	0.0551547	0.0057315	0.2073302	0.3842241	0.6665435	0.3253189	0.1802664	0.1801738	0.6031443	0.0254918	0.6686523	0.2542172	0.6061402	0.0298273	0.6613231	0.0561923	0.0514498	0.5888206	0.3745095	0.1785898	0.5609082	0.5354077	0.1468459	0.6589166	0.4437543	0.5948620	0.6182373	0.3658363	0.0653961	0.0284002	0.0640744	0.7493087	0.0057052	0.1043217	0.2973569	0.3438370	0.1783334	0.5736597	0.0618918	0.0754446	0.2925719	0.0354169	0.6359553	0.3340097	0.1920238	0.0439468	0.3598699	0.0422031	0.5230561	0.4567700	0.3568902	0.3792074	0.4483921	0.3553372	0.6494345	0.0445387	0.5126904	0.6358263	0.0742972	0.6655575	0.0470861	0.6163930	0.5906813	0.7187882	0.0543307	0.3903140	0.0950030	0.4930043	0.5594664	0.7146824	0.0345696	0.5530999
0.4066019	0.3092971	0.5697857	0.3907089	0.0800465	0.6002739	0.0000000	0.3548393	0.6442211	0.1663101	0.3381549	0.1518951	0.2283623	0.2860102	0.0949315	0.1714925	0.5109916	0.2541478	0.4868130	0.5021147	0.2498389	0.2779450	0.5241337	0.4312893	0.4916012	0.5507025	0.2285675	0.5379032	0.0737497	0.0008472	0.2887682	0.3649827	0.5492817	0.2537134	0.1760902	0.1446907	0.6105124	0.0493726	0.6646276	0.2471721	0.6690589	0.0304325	0.4358187	0.0443050	0.0601540	0.6155207	0.3668675	0.3159660	0.5097477	0.4512244	0.1455581	0.6859218	0.4476014	0.4070497	0.6572052	0.5573710	0.0900528	0.0363530	0.0659140	0.6336954	0.0267189	0.1236190	0.2808406	0.5081554	0.2484547	0.5521542	0.0420214	0.0750563	0.2599942	0.0494266	0.6355047	0.3848261	0.2959319	0.0347265	0.3788079	0.0402583	0.4976369	0.4584093	0.2461631	0.3646953	0.3568076	0.2248229	0.6609408	0.0519674	0.4538480	0.6974265	0.0212164	0.6419637	0.0592257	0.5955440	0.6775404	0.5437298	0.0769435	0.4842573	0.1028541	0.5688039	0.6117615	0.6295582	0.0259324	0.5200867
0.0176117	0.6883353	0.3953750	0.6291638	0.0609157	0.0249164	0.6325952	0.0000000	0.6966529	0.2016783	0.3114005	0.1026690	0.1176288	0.2917678	0.1178895	0.2085324	0.6194281	0.2819240	0.4163571	0.7175273	0.1838899	0.1603844	0.5489022	0.6520750	0.5637175	0.5497255	0.2581944	0.5280674	0.0489371	0.0097265	0.1953289	0.3605379	0.7184634	0.2726903	0.1959308	0.1862923	0.6345038	0.0186595	0.7767400	0.2742932	0.7027176	0.0430763	0.6254290	0.0555669	0.0703029	0.6630812	0.3598903	0.2396022	0.7256893	0.5365493	0.1433859	0.6390623	0.2985123	0.5986944	0.6782468	0.3592566	0.0837816	0.0230667	0.0851533	0.6836939	0.0041454	0.1244442	0.2472459	0.4992533	0.1636282	0.4660484	0.0438441	0.0723759	0.3359652	0.0226724	0.6593939	0.2025100	0.2154946	0.0255914	0.4243584	0.0428336	0.4715026	0.4549351	0.3184532	0.5555687	0.4563095	0.4543594	0.7188927	0.0798662	0.5313270	0.5525414	0.0355934	0.7144437	0.0423199	0.5547315	0.5964806	0.6177981	0.0493652	0.3944848	0.0753657	0.5254762	0.5614192	0.7167610	0.0548105	0.5861554
0.2851059	0.2248668	0.6192578	0.5286995	0.1652403	0.6478758	0.5170766	0.5026636	0.0000000	0.6217400	0.7333680	0.3437480	0.1530178	0.2434998	0.1786408	0.2984429	0.5085484	0.3053377	0.5294597	0.5172261	0.1165490	0.1808398	0.4631048	0.5708688	0.6078532	0.5852661	0.1884157	0.5189554	0.0511825	0.0024849	0.1538220	0.3449935	0.6336788	0.1953072	0.1864776	0.1606671	0.6120716	0.0344751	0.6843037	0.2247640	0.7133208	0.0211948	0.5373702	0.0506317	0.0332647	0.5431610	0.4118430	0.2534641	0.4366386	0.5276789	0.2219835	0.6344207	0.4427796	0.4301586	0.6319155	0.5709920	0.1135080	0.0365218	0.0425521	0.6291902	0.0645953	0.1521983	0.2891701	0.3840253	0.1764555	0.4538151	0.0288228	0.0636500	0.4035407	0.0501862	0.7005168	0.2965022	0.2414948	0.0578428	0.3398225	0.0556552	0.6474500	0.4806535	0.3171316	0.2938356	0.3132751	0.1870715	0.6527664	0.0512517	0.6222874	0.5169851	0.1847716	0.5893250	0.0305377	0.5619899	0.6108495	0.7126921	0.0935133	0.3659133	0.0584543	0.4308881	0.6174020	0.6318324	0.0365554	0.6578157
0.3793650	0.2314108	0.7013184	0.3556001	0.0867870	0.6186701	0.5846645	0.4716851	0.7541901	0.0000000	0.2684414	0.0962944	0.1376692	0.2779564	0.1963759	0.2761855	0.4847988	0.3101108	0.4551058	0.4067250	0.1620803	0.0918709	0.4131689	0.5294687	0.5248531	0.5016535	0.3656671	0.5957462	0.0684356	0.0036917	0.2047761	0.4574460	0.7179715	0.2619763	0.2440577	0.0642993	0.5572809	0.0666704	0.6745428	0.2823604	0.7098484	0.0620550	0.5495150	0.0295414	0.0451571	0.5474318	0.3240857	0.3140255	0.5155616	0.5233840	0.0594557	0.6825388	0.4044949	0.5624147	0.6414695	0.3558070	0.0682210	0.0285508	0.0322334	0.6949524	0.0088436	0.1239872	0.2497304	0.4803387	0.2653240	0.5338715	0.0158413	0.0601282	0.3067699	0.0351841	0.5968137	0.3463656	0.1871299	0.0370352	0.4811783	0.0472416	0.5204186	0.5013260	0.3178310	0.2808013	0.4347691	0.2563905	0.7839068	0.0444457	0.8049621	0.8107303	0.2886852	0.6795286	0.0418811	0.7070819	0.7198577	0.6012237	0.0702416	0.4553819	0.0803378	0.5117796	0.5169146	0.5375693	0.0242169	0.5739273
0.2260763	0.2612036	0.5252772	0.4072352	0.1418664	0.6545721	0.5178614	0.4819300	0.6438063	0.1973961	0.0000000	0.1332326	0.1983980	0.3012761	0.1115762	0.2398083	0.4828748	0.2244959	0.4045462	0.4814901	0.1685268	0.0808886	0.6298848	0.3594849	0.4551444	0.5273838	0.2836801	0.4869699	0.0612961	0.0028266	0.2101596	0.3621181	0.6367821	0.3019546	0.2254808	0.1594558	0.6656005	0.0608895	0.6368274	0.2086937	0.6274696	0.0522356	0.4889689	0.0475111	0.0575113	0.7419663	0.3979727	0.2591199	0.5517022	0.5384049	0.1399379	0.6438905	0.4596458	0.4727766	0.6963054	0.3364655	0.0916301	0.0070529	0.0275582	0.6256530	0.0028612	0.1271664	0.2498256	0.4195758	0.1928003	0.5416395	0.0267954	0.0761734	0.2857469	0.0474307	0.6782581	0.2677096	0.2346787	0.0645695	0.4152238	0.0511717	0.5240065	0.5097846	0.2666176	0.2603624	0.3582555	0.2888148	0.6495100	0.0438978	0.5906420	0.7072333	0.0630370	0.6188020	0.0445059	0.5884000	0.8019483	0.6903221	0.0515005	0.4170802	0.0460006	0.5287752	0.5953294	0.6418288	0.0203042	0.5600252
