"G1"	"G2"	"G3"	"G4"	"G5"	"G6"	"G7"	"G8"	"G9"	"G10"	"G11"	"G12"	"G13"	"G14"	"G15"	"G16"	"G17"	"G18"	"G19"	"G20"	"G21"	"G22"	"G23"	"G24"	"G25"	"G26"	"G27"	"G28"	"G29"	"G30"	"G31"	"G32"	"G33"	"G34"	"G35"	"G36"	"G37"	"G38"	"G39"	"G40"	"G41"	"G42"	"G43"	"G44"	"G45"	"G46"	"G47"	"G48"	"G49"	"G50"	"G51"	"G52"	"G53"	"G54"	"G55"	"G56"	"G57"	"G58"	"G59"	"G60"	"G61"	"G62"	"G63"	"G64"	"G65"	"G66"	"G67"	"G68"	"G69"	"G70"	"G71"	"G72"	"G73"	"G74"	"G75"	"G76"	"G77"	"G78"	"G79"	"G80"	"G81"	"G82"	"G83"	"G84"	"G85"	"G86"	"G87"	"G88"	"G89"	"G90"	"G91"	"G92"	"G93"	"G94"	"G95"	"G96"	"G97"	"G98"	"G99"	"G100"
0.3265404	0.1260108	0.5899284	0.2433714	0.6680382	0.3414824	0.4363068	0.2292070	0.7534572	0.5115062	0.5276592	0.2583029	0.2276983	0.2697855	0.6223331	0.2974199	0.6168704	0.4616050	0.1613825	0.8063165	0.3533270	0.2257413	0.6440534	0.3227732	0.0302788	0.0576172	0.1126897	0.6911472	0.5698679	0.7187474	0.4593902	0.7773458	0.1109897	0.7100359	0.4908175	0.3219481	0.4683664	0.4341336	0.5377935	0.3476843	0.1955303	0.4381012	0.1369623	0.6558285	0.7680782	0.0026494	0.1415427	0.5438726	0.3818020	0.2161018	0.3007835	0.6820239	0.2859709	0.6362973	0.7748444	0.0500827	0.5152915	0.6237939	0.6009456	0.6295580	0.5485950	0.5979697	0.3961303	0.2256745	0.2938696	0.5110754	0.2413507	0.2526627	0.7009494	0.2051779	0.1484012	0.1562621	0.1194937	0.4058297	0.4188512	0.1527047	0.0020224	0.4556330	0.5145871	0.1697494	0.3549052	0.3467723	0.4766406	0.1955926	0.3667252	0.6582539	0.2342294	0.5768515	0.4711559	0.6512944	0.2940458	0.3468584	0.4120036	0.6873837	0.6735437	0.6047098	0.2905484	0.7423069	0.6512679	0.6344093
0.7231012	0.0408599	0.4800218	0.2676307	0.1874774	0.4411457	0.4493908	0.0473365	0.6219840	0.2357987	0.5942809	0.5950241	0.4429935	0.3426139	0.6510002	0.1919005	0.3583224	0.4433343	0.2043979	0.6020908	0.2919408	0.0246196	0.6625463	0.3932098	0.0129757	0.0473163	0.0979260	0.6876305	0.4801795	0.6220033	0.3899093	0.6634482	0.1035005	0.6418087	0.4884952	0.3476211	0.3891154	0.6016463	0.4049580	0.4469207	0.0048933	0.2775602	0.2407322	0.6966406	0.5674683	0.0081579	0.1527530	0.5091393	0.3905136	0.6346197	0.1825822	0.5023008	0.0831349	0.4951231	0.5083250	0.1048998	0.3823965	0.5591855	0.6194393	0.5757981	0.6050495	0.6221598	0.2957405	0.1713571	0.2624475	0.4165601	0.3263950	0.2503951	0.7779289	0.2792159	0.1487331	0.2357061	0.2286420	0.3845675	0.3076550	0.1926373	0.0006418	0.3513707	0.5100271	0.1277162	0.3283442	0.2730719	0.5347690	0.2106264	0.3798697	0.5902020	0.2019820	0.5806102	0.5751122	0.6154650	0.3520928	0.3379721	0.5514348	0.6589737	0.7039376	0.6287199	0.2406300	0.6880911	0.7521800	0.6751705
0.5511476	0.1095343	0.2685931	0.5771442	0.2914354	0.4621649	0.4251161	0.1031137	0.6246732	0.2616051	0.5697865	0.6054714	0.5296490	0.4358765	0.5093996	0.1398849	0.4532043	0.3086207	0.1972677	0.7118718	0.2190262	0.0551598	0.6950689	0.3918411	0.0505755	0.0557219	0.1516765	0.6578440	0.4808673	0.6503742	0.4091361	0.6991951	0.0709004	0.6735726	0.5000526	0.2427600	0.4080810	0.5206093	0.3747776	0.3364206	0.0118367	0.1810297	0.3352693	0.6498569	0.7263436	0.0102581	0.0764688	0.4874250	0.3115072	0.4356576	0.1815694	0.6242638	0.0986211	0.4303922	0.5964226	0.1214388	0.4147154	0.5522791	0.7279538	0.5374701	0.5624359	0.6198015	0.3844334	0.2171561	0.2017355	0.4669071	0.3915551	0.2387788	0.7861048	0.1338469	0.1913306	0.1373979	0.2325232	0.3383706	0.3219735	0.1222066	0.0046815	0.4725655	0.5699213	0.1910508	0.3177256	0.3991567	0.5420770	0.1487272	0.3102139	0.6013098	0.2144436	0.4125845	0.4295816	0.4836541	0.5526972	0.4027849	0.5775713	0.6859670	0.7477180	0.6066061	0.2172343	0.6241326	0.6186147	0.6801873
0.5268121	0.0676838	0.4554648	0.2504236	0.2239444	0.4548679	0.5340533	0.0550187	0.5917558	0.1970782	0.6096163	0.6081668	0.5328497	0.3335059	0.6489410	0.1715084	0.2815872	0.3959283	0.1873478	0.7018676	0.1862749	0.0181084	0.6688503	0.5008614	0.0235122	0.0089254	0.1520714	0.7298666	0.4746251	0.6693055	0.4662662	0.5998017	0.1260022	0.7069275	0.4539319	0.3262003	0.4319600	0.4971931	0.4415510	0.3281974	0.0289327	0.1946863	0.3568493	0.5691306	0.6767662	0.0064544	0.1081985	0.4433966	0.5118857	0.4939944	0.1917140	0.5518356	0.0798433	0.3838103	0.6669831	0.1508742	0.3130256	0.6210557	0.7016069	0.6529586	0.5243972	0.6868165	0.4543342	0.2099871	0.2159826	0.6219567	0.3800997	0.2484555	0.6014676	0.1931961	0.1441735	0.1937404	0.1798457	0.4120431	0.4371401	0.1679797	0.0156023	0.4362858	0.4335463	0.2261478	0.2571033	0.2596789	0.5637961	0.1191916	0.3217174	0.6486273	0.2356887	0.5729150	0.4197245	0.4567146	0.4329078	0.4726347	0.4988804	0.8016776	0.6188862	0.5691144	0.2734196	0.7194103	0.5921681	0.7212802
0.5772806	0.0669166	0.4533487	0.1385692	0.1442012	0.6004878	0.3502292	0.0720632	0.5549304	0.2938064	0.7280252	0.5620745	0.5766237	0.4463211	0.6824524	0.1653584	0.1102641	0.3693008	0.2929698	0.6245142	0.1056451	0.0410166	0.7294177	0.3349083	0.0095463	0.0316323	0.1895239	0.6955578	0.4951396	0.7885422	0.4757857	0.6066305	0.1498999	0.7165650	0.3540203	0.3102892	0.4412891	0.5245871	0.3492063	0.2969740	0.0136833	0.1396986	0.2521324	0.7392944	0.6618616	0.0069298	0.1069957	0.4634511	0.4578356	0.6719228	0.1688678	0.6640696	0.0487407	0.2903087	0.6294256	0.1984031	0.3029798	0.4657066	0.6809384	0.4845367	0.5092694	0.8964606	0.2846120	0.2696442	0.2273241	0.5696725	0.2867747	0.2308843	0.6819500	0.2351229	0.1671338	0.1737107	0.1089521	0.3890906	0.4057897	0.0955026	0.0038307	0.4170461	0.6352704	0.1783799	0.3538448	0.2643809	0.4983243	0.1882843	0.3133766	0.7303369	0.1962940	0.5029685	0.4758065	0.7355485	0.4010123	0.4023912	0.5695674	0.6458584	0.6372808	0.6566076	0.2959161	0.6105717	0.7363747	0.6564476
0.6081524	0.0917431	0.4074940	0.5090203	0.3313235	0.2220872	0.4061177	0.0908055	0.5570407	0.2623649	0.5349832	0.6214902	0.5101784	0.2900033	0.7422670	0.2426589	0.3992305	0.4268010	0.2379777	0.5758173	0.2384553	0.0180001	0.7598237	0.3763929	0.0131230	0.0342735	0.2029442	0.6441623	0.5153855	0.5263858	0.4466735	0.6990447	0.0730465	0.8181995	0.6646263	0.2471512	0.4796661	0.5348769	0.4312885	0.3085962	0.0303741	0.2323489	0.3391555	0.6440193	0.7208446	0.0031654	0.1309023	0.4958458	0.4286147	0.4738191	0.2961552	0.6951836	0.0809427	0.5131551	0.5818627	0.1137916	0.4910184	0.6265483	0.5973935	0.4625433	0.5112203	0.5993637	0.3699093	0.1994738	0.3093085	0.5444151	0.2860820	0.2761731	0.6324168	0.1700740	0.1319518	0.0908361	0.1967618	0.3803423	0.3460098	0.1335704	0.0100729	0.4698578	0.5030805	0.1805692	0.3489082	0.3680507	0.4896175	0.0838132	0.3427763	0.6225481	0.2261013	0.4438186	0.3981980	0.5060337	0.4084333	0.3846548	0.3895248	0.8187110	0.6733107	0.7022372	0.1995819	0.6962735	0.6460522	0.7062677
0.6918702	0.0410889	0.4347108	0.5814466	0.3342450	0.4018904	0.2838559	0.0786258	0.6290703	0.2729093	0.4726614	0.3869799	0.4196740	0.2365596	0.7495743	0.1986719	0.4498460	0.3540886	0.1880014	0.6684310	0.3391793	0.0330392	0.6822109	0.4218664	0.0282679	0.0230727	0.1291025	0.5928795	0.5106042	0.6575233	0.3734974	0.6329471	0.0911491	0.5995684	0.6331014	0.4172924	0.3313503	0.5505908	0.4783756	0.3122187	0.0761888	0.3458993	0.2341802	0.6100750	0.6519437	0.0059540	0.1107793	0.4569426	0.4852612	0.4419907	0.2796340	0.6173576	0.1150761	0.5329226	0.6978966	0.0954536	0.4299904	0.4603302	0.5475671	0.3901831	0.5133206	0.6424263	0.3741477	0.2730904	0.2617094	0.4754286	0.3080112	0.2419017	0.6961531	0.1884510	0.1322854	0.2312991	0.2300137	0.3880178	0.2888548	0.1741436	0.0047780	0.4805714	0.6030111	0.1721917	0.3114017	0.2598136	0.4513472	0.2119418	0.3528356	0.6170305	0.2567029	0.4937581	0.5108215	0.5533521	0.3778200	0.3544036	0.4452867	0.6948635	0.6312851	0.6481272	0.2515812	0.5917807	0.5663162	0.7580339
0.6284042	0.0928446	0.4852431	0.3760214	0.2927116	0.4585763	0.3941797	0.0313378	0.6124409	0.2060491	0.5664254	0.6406295	0.4264686	0.3925290	0.6884445	0.1747016	0.2612916	0.3998874	0.1947654	0.6791866	0.1852199	0.0358137	0.7287684	0.3455894	0.0153488	0.0181316	0.1476981	0.7439131	0.4329967	0.5410129	0.4845072	0.6268832	0.0967030	0.5371876	0.5370247	0.2686149	0.3328878	0.4958640	0.4813397	0.2597384	0.0196064	0.2617518	0.2281295	0.7066754	0.6284884	0.0141551	0.1148225	0.5164900	0.4348494	0.6429915	0.1878763	0.5958359	0.0821748	0.4388217	0.4721442	0.1311904	0.4761459	0.4682620	0.6513092	0.4570263	0.6310822	0.7535967	0.3650314	0.2304062	0.2111515	0.5063507	0.2665273	0.2423226	0.5696315	0.1733481	0.1630165	0.1759504	0.1555447	0.3691140	0.4078756	0.1723823	0.0061493	0.4058659	0.5383520	0.1997632	0.2806037	0.2811057	0.5172859	0.1991241	0.3471984	0.5805418	0.1930965	0.5707310	0.5368696	0.5673431	0.3705167	0.3870355	0.4892215	0.7296129	0.7186184	0.5876330	0.3044829	0.7398270	0.7161480	0.7826450
0.6357075	0.0753135	0.4585752	0.4016008	0.2170880	0.4821271	0.4443663	0.0676209	0.4337673	0.2386054	0.6221667	0.5448298	0.4690411	0.2883330	0.7028859	0.2351524	0.4720695	0.4210610	0.1810213	0.7322710	0.2423080	0.0433036	0.7419011	0.3257044	0.0261224	0.0364094	0.1138899	0.7282533	0.4207557	0.6924665	0.3655098	0.5689650	0.0494846	0.8169477	0.5788602	0.3698097	0.4632296	0.4644966	0.3807674	0.3379338	0.0133334	0.2078400	0.3655341	0.7799052	0.5216204	0.0061897	0.1112856	0.4382416	0.4766384	0.4554888	0.2706045	0.5752730	0.1161017	0.3843605	0.6172189	0.1385448	0.4148238	0.5160574	0.6698688	0.5825854	0.5358700	0.6791137	0.3126628	0.2362274	0.2579176	0.4235349	0.1897033	0.2001165	0.7770240	0.2235298	0.1975757	0.1505052	0.1351250	0.3706410	0.3069261	0.1302458	0.0105130	0.3873331	0.6093154	0.2354452	0.3206801	0.2782560	0.4751911	0.2118346	0.3160771	0.7036189	0.2399663	0.5286242	0.3685153	0.5906637	0.3438696	0.4130853	0.4822809	0.6702172	0.5254687	0.6644823	0.2726563	0.7283639	0.5554307	0.7274821
0.5641801	0.0509343	0.4236711	0.4611768	0.2449559	0.4313278	0.5268703	0.0625613	0.6511879	0.0938441	0.5989776	0.5965735	0.6209769	0.3173367	0.6534066	0.2076876	0.3130037	0.4168412	0.2144490	0.6237208	0.2603638	0.0169313	0.7127542	0.4370197	0.0195768	0.0861993	0.2436118	0.7499042	0.6064269	0.7689817	0.4031313	0.6936588	0.1554331	0.7659409	0.4562929	0.3359248	0.3719037	0.4517044	0.4738210	0.3052224	0.0173510	0.1660455	0.2023937	0.7292703	0.6493174	0.0032558	0.1023415	0.5394492	0.3548467	0.3939660	0.1702185	0.7362838	0.0850463	0.4672955	0.4598848	0.1428812	0.3454014	0.5713516	0.5726164	0.6395289	0.6127178	0.6215879	0.3459639	0.2236551	0.2258847	0.4323754	0.1837305	0.2422122	0.6808626	0.1931845	0.1286926	0.1656556	0.0799658	0.3927953	0.4428190	0.1350734	0.0093371	0.4632474	0.4828032	0.2750732	0.3285268	0.1812580	0.5696983	0.0799581	0.4253105	0.6932209	0.1947575	0.4298205	0.4131880	0.4528052	0.4753882	0.3438457	0.5938316	0.7232219	0.6529497	0.5998159	0.2682523	0.7278514	0.6238413	0.7241651
