"G1"	"G2"	"G3"	"G4"	"G5"	"G6"	"G7"	"G8"	"G9"	"G10"	"G11"	"G12"	"G13"	"G14"	"G15"	"G16"	"G17"	"G18"	"G19"	"G20"	"G21"	"G22"	"G23"	"G24"	"G25"	"G26"	"G27"	"G28"	"G29"	"G30"	"G31"	"G32"	"G33"	"G34"	"G35"	"G36"	"G37"	"G38"	"G39"	"G40"	"G41"	"G42"	"G43"	"G44"	"G45"	"G46"	"G47"	"G48"	"G49"	"G50"	"G51"	"G52"	"G53"	"G54"	"G55"	"G56"	"G57"	"G58"	"G59"	"G60"	"G61"	"G62"	"G63"	"G64"	"G65"	"G66"	"G67"	"G68"	"G69"	"G70"	"G71"	"G72"	"G73"	"G74"	"G75"	"G76"	"G77"	"G78"	"G79"	"G80"	"G81"	"G82"	"G83"	"G84"	"G85"	"G86"	"G87"	"G88"	"G89"	"G90"	"G91"	"G92"	"G93"	"G94"	"G95"	"G96"	"G97"	"G98"	"G99"	"G100"
0.5168418	0.6631778	0.5127541	0.5491150	0.5007585	0.5460038	0.2421200	0.4750361	0.5636887	0.5161814	0.0166872	0.2090732	0.3234274	0.5298253	0.2168047	0.5174314	0.5253337	0.5811074	0.1429418	0.5190082	0.2111883	0.3389858	0.6525252	0.3778604	0.4301587	0.1994116	0.1815389	0.6872892	0.5637910	0.6552915	0.1337087	0.1239427	0.5344024	0.6113479	0.7761490	0.2827673	0.4517428	0.0775801	0.2076329	0.1813297	0.0005002	0.6355647	0.1141335	0.4274091	0.1356206	0.5020941	0.0834973	0.0126524	0.5374970	0.5528720	0.8524107	0.6560045	0.3057818	0.3387568	0.0062246	0.0135024	0.3411755	0.2945821	0.4120185	0.4206523	0.2782211	0.1176443	0.3367470	0.5614578	0.6516716	0.6227655	0.0050375	0.4645103	0.2040956	0.4669988	0.0956799	0.0319061	0.6646835	0.1338766	0.0426942	0.1329330	0.0854074	0.4010528	0.0783199	0.5541321	0.3846989	0.4165836	0.3838182	0.6040071	0.0116577	0.1596456	0.3749568	0.4682806	0.5444372	0.3865861	0.5873519	0.6239044	0.4311012	0.6752800	0.2197235	0.5688295	0.4538972	0.2509219	0.4704032	0.7200889
0.6148767	0.3970211	0.4287951	0.5587638	0.4374078	0.4652470	0.3388507	0.4244452	0.6839363	0.4587206	0.2305155	0.3139253	0.3588668	0.5909655	0.3596742	0.5745554	0.5936486	0.4461472	0.2494670	0.4646005	0.0735289	0.0690199	0.6427395	0.3478582	0.4846049	0.0052950	0.3442982	0.1184611	0.6157256	0.6297945	0.1141371	0.6174740	0.1125673	0.6921641	0.7113281	0.4334785	0.5910612	0.2125588	0.0005279	0.2472918	0.2246159	0.4651191	0.1383925	0.4758396	0.0570278	0.4684182	0.1012708	0.0983812	0.5323737	0.5139700	0.6382548	0.6402814	0.0800301	0.4090999	0.0053362	0.3575383	0.4019778	0.4590240	0.4926218	0.5291698	0.2639629	0.1873988	0.4810753	0.2055844	0.6915468	0.5975062	0.1976257	0.6210684	0.2293829	0.4161458	0.4544000	0.1132629	0.5053243	0.0174752	0.0612650	0.1157351	0.5223582	0.5068192	0.3938219	0.6707598	0.3346717	0.3398497	0.6749331	0.2757051	0.2844633	0.1483652	0.2911453	0.3882119	0.4396468	0.2595370	0.7047838	0.6131189	0.6479456	0.6025637	0.1525601	0.4656043	0.3186422	0.4102200	0.8255193	0.5029478
0.5139268	0.5380587	0.4201125	0.5036278	0.5735395	0.1548854	0.1760077	0.4977032	0.5693922	0.5700356	0.1366763	0.1023367	0.3277085	0.4477246	0.2748802	0.5944854	0.5562753	0.7219160	0.1552299	0.4163948	0.3294891	0.3215830	0.4810029	0.3919170	0.4053234	0.0137337	0.0802602	0.3093216	0.6392498	0.5901102	0.3594116	0.2395423	0.2925661	0.1934073	0.6254112	0.4209567	0.6153961	0.1925707	0.3308601	0.3507437	0.0157473	0.3167541	0.3245989	0.4642062	0.0942370	0.5408308	0.2636693	0.0391861	0.4545946	0.4682677	0.4813875	0.5837596	0.3060253	0.0562341	0.3758189	0.2164435	0.7203646	0.1467620	0.2560599	0.6316441	0.2684303	0.2678674	0.3635005	0.4948117	0.7023348	0.6934894	0.1045427	0.4221186	0.2793554	0.6476649	0.1583878	0.0036572	0.5009279	0.0818536	0.0663104	0.0858232	0.2425578	0.4740024	0.0122199	0.5813062	0.5226555	0.3901105	0.4099186	0.4357637	0.2032153	0.3796700	0.1150102	0.6190152	0.7459029	0.4175992	0.5950366	0.5850769	0.4934234	0.6220260	0.2965871	0.7018180	0.6641108	0.5580365	0.6270453	0.6372150
0.4787204	0.5477645	0.4021740	0.3598245	0.4044376	0.4858880	0.0348758	0.3802009	0.5905924	0.5847012	0.0485767	0.1146703	0.2877849	0.4883242	0.2222527	0.5859991	0.4140755	0.4868820	0.2702731	0.6941553	0.2272103	0.1838570	0.2466793	0.3614725	0.0996525	0.0610828	0.2476025	0.5603522	0.6829374	0.5344518	0.2174883	0.2165464	0.0534052	0.7872452	0.6000032	0.3221751	0.6892230	0.0847092	0.0032094	0.2759122	0.0004097	0.4002703	0.6356158	0.5216996	0.0296632	0.4526327	0.0315173	0.0276332	0.5261382	0.5054752	0.5686616	0.6855472	0.1288208	0.3025638	0.0079155	0.3862319	0.6709356	0.3880753	0.4969155	0.4968642	0.2036474	0.3468061	0.3817549	0.4114771	0.6034250	0.5447059	0.0009376	0.5864942	0.1764602	0.5913995	0.0500626	0.2039755	0.6591432	0.1180481	0.2122441	0.0641924	0.0664344	0.6317255	0.0034880	0.5526842	0.1543889	0.3229718	0.3260105	0.7306618	0.1456796	0.2134116	0.1842483	0.7350899	0.5215311	0.0834233	0.6419948	0.7631950	0.6328455	0.6054770	0.1244749	0.5466182	0.4975818	0.1466761	0.5556118	0.5803129
0.3700867	0.5644892	0.3014443	0.3776778	0.5001273	0.5456449	0.7451439	0.4343292	0.3857635	0.6336060	0.0491760	0.0043790	0.4098588	0.5507853	0.2069368	0.6913105	0.5464240	0.4293068	0.2494679	0.6016780	0.1654550	0.5241335	0.1732280	0.5757459	0.2802704	0.0152291	0.0878678	0.4083116	0.5999259	0.5797254	0.4279068	0.0969209	0.4742193	0.2113839	0.5641541	0.2737033	0.5778939	0.0840311	0.0581094	0.1952430	0.0010284	0.3613090	0.3667916	0.3999371	0.1929381	0.5021372	0.0718326	0.0361247	0.1828191	0.4370879	0.6985561	0.6270056	0.0240252	0.3078763	0.0014016	0.2925793	0.6339769	0.3963015	0.3746067	0.2080708	0.4145731	0.2307496	0.5186282	0.6309450	0.3934559	0.5188617	0.2121819	0.5994795	0.1452958	0.5989989	0.0010715	0.1587495	0.7000084	0.1427476	0.0354997	0.1521502	0.0493601	0.7147095	0.0005351	0.5013895	0.1057322	0.3679925	0.2756409	0.6928786	0.4725420	0.1936106	0.2365242	0.5478775	0.3745011	0.3256670	0.7667048	0.6620008	0.5102754	0.7373555	0.1445341	0.3067437	0.5707221	0.6130847	0.4144511	0.5924317
0.4820099	0.4011170	0.4330159	0.6333460	0.7141629	0.6656935	0.1462779	0.5176757	0.6706630	0.4820347	0.0489366	0.0465416	0.3862506	0.6595025	0.5148721	0.2875330	0.5612441	0.6361787	0.2276067	0.5128931	0.2869634	0.0220282	0.5042958	0.7295603	0.5288281	0.0344686	0.2479472	0.5746260	0.5769622	0.5796693	0.0836359	0.4528228	0.0953539	0.6483165	0.7575207	0.4751790	0.7008446	0.1002306	0.0000252	0.1546922	0.0004418	0.3194290	0.1064134	0.3456815	0.0109117	0.4823676	0.1506050	0.0957497	0.6129897	0.5167441	0.6002930	0.6203704	0.3816494	0.3648698	0.0880907	0.1930454	0.3153936	0.3894800	0.3593975	0.3161301	0.2940387	0.2843421	0.5013598	0.7794380	0.6815338	0.5121299	0.0364729	0.4191310	0.1281798	0.6068774	0.0557596	0.0349450	0.6898556	0.0894194	0.0318999	0.1830401	0.3190994	0.6099286	0.4708689	0.4966153	0.1996469	0.1505843	0.7049606	0.5149087	0.1758892	0.0457923	0.3208984	0.6590770	0.4210063	0.1884180	0.5376255	0.5986937	0.6303412	0.5539687	0.1596882	0.3755028	0.1413659	0.1113153	0.6762611	0.6565090
0.2360310	0.1918576	0.4831232	0.4306101	0.7242388	0.2254775	0.2620589	0.2214762	0.0036986	0.5419022	0.1455602	0.1546332	0.0050203	0.2233452	0.2093324	0.5718160	0.2537120	0.0936619	0.1303026	0.7344555	0.1349892	0.2525178	0.1083107	0.4267190	0.4660884	0.1052362	0.1407398	0.6111375	0.6981079	0.6749271	0.0605450	0.3896923	0.0811330	0.6215473	0.7229724	0.6583105	0.5163710	0.0761773	0.2974350	0.1966006	0.0000013	0.6200306	0.1550409	0.3555435	0.0731557	0.2472729	0.0626954	0.0833558	0.6408022	0.4117556	0.6731783	0.6115222	0.2766464	0.2510434	0.2731790	0.1186652	0.6709375	0.0940097	0.4270073	0.3358379	0.0337428	0.2690724	0.3413581	0.2219811	0.5969985	0.6552641	0.3838715	0.5381174	0.1279491	0.5771006	0.0002156	0.0057045	0.7707805	0.1306975	0.0788826	0.1282866	0.2095432	0.3926723	0.1239217	0.3948951	0.4143776	0.3508988	0.3423852	0.5661162	0.1499562	0.5948356	0.5563802	0.2669714	0.7464160	0.2334231	0.6060044	0.6659883	0.6178494	0.1946168	0.6646989	0.1489396	0.3931252	0.6618457	0.6289824	0.0138310
0.4358825	0.5738742	0.5491879	0.4572237	0.4461420	0.4890184	0.5022659	0.3947994	0.3530656	0.3704323	0.0642948	0.2910006	0.3691785	0.5729544	0.2295841	0.6658431	0.1902523	0.2794024	0.1382208	0.5613689	0.1510716	0.4588957	0.4642424	0.3171639	0.1061855	0.2161991	0.0671931	0.5571821	0.6880892	0.5681448	0.1004891	0.3381847	0.0776084	0.5652744	0.7674818	0.3577598	0.4447373	0.2589958	0.2675956	0.1882509	0.0015673	0.4269924	0.2014172	0.6445332	0.0851858	0.5284720	0.3529337	0.0482751	0.4175651	0.4778612	0.5802546	0.6684527	0.1197844	0.2660922	0.0079491	0.3947877	0.6327440	0.5903680	0.3655338	0.3044638	0.3178780	0.3845384	0.5327508	0.3876221	0.3180886	0.4961027	0.1586561	0.4336915	0.1542184	0.6758499	0.2773660	0.0427381	0.7248845	0.1109720	0.0855629	0.2110352	0.2214217	0.5030738	0.0048964	0.5607957	0.3611234	0.2892078	0.3558818	0.5445748	0.0405419	0.1255291	0.5575423	0.5545665	0.7012245	0.3472171	0.5687045	0.5123496	0.6966587	0.7243323	0.1750650	0.5877257	0.2388486	0.4007669	0.7559224	0.6376938
0.3852707	0.5058019	0.2976794	0.4885977	0.5082961	0.3652751	0.3862856	0.4486355	0.6689389	0.4291444	0.3303618	0.0297682	0.5784030	0.3717526	0.1935411	0.5775666	0.2047837	0.5795662	0.1755859	0.6340435	0.2077662	0.6150273	0.6135765	0.4949466	0.4751461	0.3502238	0.1716212	0.5109186	0.6243361	0.7375972	0.5860921	0.0678127	0.1374030	0.6334682	0.6496489	0.4086904	0.4359316	0.2466953	0.0025456	0.1638748	0.0005456	0.3687278	0.0563726	0.5097284	0.0489710	0.3390553	0.1064105	0.1142950	0.5044132	0.5425792	0.7638667	0.6665133	0.2703947	0.2734550	0.1407968	0.3154710	0.5721889	0.1027535	0.4688399	0.1146652	0.2861881	0.2314879	0.3884965	0.4927773	0.7822138	0.6451595	0.1742041	0.7056400	0.1624913	0.3933831	0.0143257	0.0286295	0.5922651	0.2207671	0.0740266	0.1718802	0.2203227	0.5591168	0.1026616	0.5720466	0.4132594	0.3920414	0.2459494	0.6995541	0.4538578	0.3135293	0.2324211	0.6048982	0.4988827	0.1310308	0.6971078	0.6052108	0.6852935	0.7197892	0.0879435	0.4340597	0.2833174	0.3874867	0.4421718	0.5375105
0.3823593	0.7243433	0.4598585	0.4492646	0.4016401	0.5764198	0.2125074	0.2397251	0.3498604	0.5708295	0.2177574	0.1405856	0.3688974	0.6471991	0.4842459	0.6059703	0.5043480	0.1590735	0.2170483	0.7963419	0.2964228	0.4958699	0.3626769	0.3318388	0.1997879	0.2550504	0.1325508	0.6984626	0.6915610	0.5887192	0.0695296	0.3516242	0.1319450	0.7486818	0.7838124	0.3629769	0.5852771	0.0664695	0.1394055	0.2788807	0.1973658	0.3794250	0.0939707	0.4602301	0.0343943	0.7427165	0.0194481	0.1036948	0.7096627	0.4292264	0.7395105	0.5671116	0.1137834	0.2312289	0.2693081	0.3484119	0.5973031	0.5058145	0.2147033	0.6434029	0.1573223	0.1479825	0.2613183	0.2206347	0.6023827	0.6675023	0.0405404	0.5871731	0.2505681	0.5510475	0.0006253	0.2518131	0.6230409	0.1368967	0.0303136	0.0808982	0.2438372	0.3458941	0.2001823	0.4198377	0.1435649	0.1489800	0.3821568	0.5051308	0.4114869	0.1135234	0.2300507	0.5363208	0.6229438	0.0158600	0.6518819	0.6140063	0.7061158	0.7515322	0.1727953	0.5157526	0.5579533	0.2729090	0.7207240	0.8142229
