"G1"	"G2"	"G3"	"G4"	"G5"	"G6"	"G7"	"G8"	"G9"	"G10"	"G11"	"G12"	"G13"	"G14"	"G15"	"G16"	"G17"	"G18"	"G19"	"G20"	"G21"	"G22"	"G23"	"G24"	"G25"	"G26"	"G27"	"G28"	"G29"	"G30"	"G31"	"G32"	"G33"	"G34"	"G35"	"G36"	"G37"	"G38"	"G39"	"G40"	"G41"	"G42"	"G43"	"G44"	"G45"	"G46"	"G47"	"G48"	"G49"	"G50"	"G51"	"G52"	"G53"	"G54"	"G55"	"G56"	"G57"	"G58"	"G59"	"G60"	"G61"	"G62"	"G63"	"G64"	"G65"	"G66"	"G67"	"G68"	"G69"	"G70"	"G71"	"G72"	"G73"	"G74"	"G75"	"G76"	"G77"	"G78"	"G79"	"G80"	"G81"	"G82"	"G83"	"G84"	"G85"	"G86"	"G87"	"G88"	"G89"	"G90"	"G91"	"G92"	"G93"	"G94"	"G95"	"G96"	"G97"	"G98"	"G99"	"G100"
0.3321698	0.1957932	0.0156247	0.0007117	0.2440967	0.5832122	0.1296104	0.1165426	0.3891637	0.2185747	0.3817784	0.5606735	0.2393848	0.1011358	0.4240679	0.5776779	0.0791082	0.5659022	0.3455672	0.7609983	0.0378380	0.3281881	0.1019584	0.4267300	0.2561652	0.1109181	0.3069282	0.2909851	0.4827915	0.4383540	0.2597095	0.7513532	0.3896995	0.4610240	0.5414166	0.2101545	0.3859049	0.6077327	0.3131943	0.4459245	0.2032594	0.5370782	0.5035754	0.5984686	0.4536856	0.1502086	0.3757288	0.0334999	0.5706094	0.3795631	0.6904560	0.2880181	0.1348980	0.2614035	0.3159170	0.2353605	0.3277621	0.0060484	0.1944299	0.0874348	0.2820043	0.4521922	0.5996585	0.5271463	0.1365669	0.6400415	0.3991649	0.5114933	0.3200267	0.3127159	0.3418459	0.1784928	0.4983614	0.0332211	0.1309617	0.4649976	0.0886462	0.3595739	0.2779442	0.5885901	0.1954459	0.3840050	0.0127640	0.0197105	0.6159048	0.7204781	0.2401532	0.1886672	0.4583473	0.0585280	0.6856730	0.6458445	0.6442079	0.6815852	0.2589967	0.7259596	0.6740141	0.0684220	0.6262196	0.7055881
0.4798814	0.0582583	0.0644032	0.0084969	0.2713980	0.4838493	0.2182795	0.0385566	0.4175282	0.0994983	0.4442882	0.6398282	0.2956805	0.1081435	0.4951965	0.6188579	0.0833935	0.6500457	0.1921819	0.5819235	0.1100522	0.3312064	0.1587480	0.4767526	0.2786841	0.1744363	0.2743178	0.1976510	0.3162253	0.5112448	0.1927803	0.6081675	0.3837053	0.5452177	0.7474459	0.0993303	0.4892967	0.7214112	0.4009820	0.4748365	0.2408145	0.4315112	0.4196616	0.5895843	0.4418072	0.1087896	0.4603723	0.0590329	0.6451575	0.3148538	0.7178208	0.3101952	0.0487447	0.3989524	0.3029411	0.2352660	0.2332045	0.0088772	0.2017846	0.1076793	0.3324900	0.5204061	0.6730735	0.4496280	0.1681911	0.5007789	0.4072667	0.6291584	0.4068196	0.3191168	0.2645817	0.1752571	0.4842130	0.1245662	0.1981941	0.4471270	0.0459581	0.3141056	0.1727602	0.6610637	0.2036164	0.3692500	0.0043702	0.1761381	0.6469562	0.6798732	0.1324590	0.2865455	0.3527705	0.0534633	0.5434344	0.7394684	0.7780097	0.6704001	0.1885304	0.6641970	0.6006945	0.1025721	0.6958501	0.5863635
0.5759352	0.0871236	0.0390920	0.0040815	0.1876727	0.5260672	0.2566341	0.0266633	0.4022072	0.1779784	0.4516362	0.7078390	0.3070478	0.0997511	0.5214023	0.6314560	0.1162903	0.6332143	0.2827213	0.6710571	0.1592270	0.3770797	0.1384462	0.3905670	0.2506668	0.1732832	0.2706119	0.2995910	0.4036389	0.4037110	0.2372753	0.6313637	0.4262565	0.5019765	0.5675658	0.2423722	0.4001171	0.6428375	0.4382529	0.4082348	0.1869741	0.5992410	0.4564294	0.5522731	0.4310138	0.1488487	0.3987769	0.0511988	0.6265339	0.3260797	0.5595478	0.2384835	0.0750604	0.3052379	0.3251986	0.2575388	0.2701847	0.0171787	0.2318396	0.0708147	0.2975379	0.5621927	0.6081260	0.5004278	0.1774104	0.7064205	0.3797236	0.4506491	0.3533746	0.2702588	0.2460818	0.2352507	0.4709164	0.0757312	0.1245645	0.4947705	0.0527623	0.3769698	0.2235140	0.7009138	0.2260396	0.3727169	0.0151117	0.0846568	0.6255633	0.5458807	0.2402691	0.2746699	0.2016679	0.0379359	0.7289891	0.5614921	0.5638800	0.6639634	0.2590779	0.6681357	0.5363815	0.0882055	0.6137049	0.6689836
0.4190205	0.1111037	0.0530225	0.0011464	0.1816283	0.5165973	0.2819561	0.0488682	0.3616319	0.2394538	0.4578932	0.6563928	0.2832077	0.1178792	0.4524291	0.6132666	0.1174535	0.5184723	0.4889562	0.7321674	0.0723724	0.4470166	0.1465705	0.3807083	0.2828584	0.1276787	0.2548410	0.2054592	0.3851256	0.3902310	0.2705336	0.5732819	0.3844321	0.6110143	0.7432433	0.2631941	0.3860887	0.7319662	0.3419216	0.3793176	0.2046860	0.4864333	0.4857700	0.5439546	0.5387818	0.0997601	0.4080011	0.0221146	0.6546575	0.2804535	0.6946713	0.2054814	0.0614056	0.3321690	0.2259531	0.2853599	0.2821663	0.0159011	0.2956265	0.1273353	0.2614413	0.5196272	0.6075723	0.4183030	0.1625456	0.6143609	0.3581627	0.6183406	0.3422072	0.2852313	0.3219919	0.2010632	0.4095302	0.1025066	0.2359248	0.4780861	0.0543820	0.3537483	0.1419579	0.6002505	0.2619637	0.3091728	0.0066878	0.1847032	0.6297911	0.6329335	0.2919960	0.3025409	0.4123932	0.1273205	0.6613426	0.6191750	0.5485769	0.7891207	0.2163241	0.5938980	0.6880958	0.0978858	0.7307795	0.6231876
0.4348421	0.0888258	0.0425962	0.0043467	0.0933158	0.5343863	0.2238225	0.0283373	0.3613816	0.2281315	0.4329487	0.5476414	0.2930231	0.1238530	0.4744246	0.6007003	0.1067340	0.6863589	0.3385093	0.5955124	0.0433070	0.4076058	0.0939827	0.3156117	0.2894624	0.0848535	0.2527261	0.2528330	0.2599685	0.4927473	0.2632380	0.5963027	0.3778960	0.5299359	0.7663726	0.2024641	0.4758498	0.6580820	0.3442672	0.4649490	0.2057891	0.5835967	0.3766766	0.6589600	0.5002868	0.1249841	0.3300994	0.0458586	0.5912568	0.4509352	0.6603478	0.2697700	0.0842113	0.2948578	0.2916765	0.1474551	0.2672480	0.0163555	0.2927764	0.0731329	0.3762706	0.5628661	0.5690026	0.4451627	0.1941486	0.6375639	0.3163826	0.5856656	0.3305574	0.3406638	0.3236265	0.2774870	0.4724790	0.0545386	0.1422316	0.5264561	0.0414153	0.3767417	0.2089396	0.7346713	0.1696821	0.2796123	0.0299956	0.1425668	0.6829827	0.6446703	0.2549831	0.2821024	0.4260561	0.0312856	0.6169643	0.6511500	0.6176666	0.6287795	0.1693171	0.6934464	0.5430817	0.0719562	0.6351775	0.6560324
0.4805142	0.1288982	0.1087626	0.0055147	0.2423193	0.2474997	0.2786012	0.0327017	0.3163068	0.1710816	0.4248076	0.5836872	0.3918404	0.1436849	0.6479080	0.6318368	0.0815736	0.6196974	0.4108666	0.6245659	0.0394602	0.3080919	0.1186897	0.3615886	0.2427022	0.1621800	0.3086699	0.2604948	0.2680755	0.5461086	0.2283228	0.7472534	0.3894503	0.6065970	0.6010889	0.1929248	0.3978549	0.6080594	0.3434615	0.5275066	0.2020350	0.5532735	0.4368760	0.7171056	0.3807396	0.0953384	0.3218041	0.0272810	0.5892039	0.3523128	0.6445392	0.3089513	0.0853736	0.3783525	0.2455525	0.2703123	0.2289975	0.0126507	0.2947326	0.1020389	0.2945405	0.4785221	0.5834121	0.4200957	0.1394476	0.5480727	0.2966262	0.4022185	0.4270966	0.2188587	0.3268278	0.2105065	0.4196149	0.0420341	0.1812416	0.5976507	0.1120094	0.3294991	0.3012078	0.6558078	0.1071387	0.2861822	0.0202629	0.2115386	0.5770310	0.6913369	0.2486010	0.2275221	0.4475079	0.0794847	0.6289385	0.5333630	0.5982651	0.5232357	0.2633003	0.6710548	0.7552672	0.0624502	0.6143403	0.6270712
0.4259854	0.1478236	0.0871947	0.0215690	0.2075634	0.4862241	0.0977185	0.0406698	0.2905596	0.1806349	0.4413587	0.5920999	0.4034037	0.1116890	0.4566299	0.7297656	0.0594837	0.5994938	0.3888375	0.7043921	0.0631214	0.4131302	0.1519043	0.3673160	0.2245627	0.1168751	0.3107509	0.3052247	0.3002323	0.4614523	0.2722016	0.7613577	0.4115291	0.5114168	0.7496602	0.2593897	0.3901488	0.6323387	0.3809772	0.4035219	0.2034109	0.4831565	0.4258766	0.5619809	0.5598306	0.1364742	0.3425100	0.0267242	0.6640507	0.2764135	0.6902016	0.3361526	0.1033349	0.2623465	0.3082641	0.2657384	0.2982277	0.0096842	0.1782282	0.0756883	0.4492122	0.4721349	0.7717053	0.4344466	0.2265180	0.6390926	0.3676238	0.4986983	0.3235148	0.2068397	0.3007785	0.2303423	0.5057579	0.0506613	0.1141362	0.6219260	0.0758787	0.3767986	0.3104160	0.7360721	0.1444040	0.3550126	0.0181365	0.2441535	0.6273423	0.5922912	0.2435817	0.2918229	0.4020876	0.0731480	0.7294413	0.5213420	0.5344938	0.7234490	0.2266856	0.6414016	0.5347099	0.0701608	0.5721898	0.6387571
0.4546199	0.0461511	0.0957523	0.0440795	0.1742301	0.5786797	0.2755576	0.0041069	0.3989397	0.1474820	0.3672614	0.6793039	0.2601344	0.0979913	0.4880805	0.7400568	0.0793370	0.6344057	0.2982019	0.6924586	0.0561929	0.3916761	0.1965219	0.3739092	0.2499995	0.1312096	0.3591186	0.2413573	0.3077761	0.5181581	0.2330350	0.7375536	0.3643570	0.5476230	0.7081980	0.1864296	0.5066061	0.6032018	0.3503983	0.3436565	0.2642315	0.5799779	0.3879084	0.6757954	0.5332275	0.1674297	0.3208343	0.0401503	0.6326952	0.2698066	0.5447959	0.2090839	0.0862520	0.3591067	0.3096568	0.3183698	0.3076838	0.0030366	0.2313960	0.0690005	0.3039515	0.4459343	0.5424967	0.5196948	0.1690645	0.6440614	0.3164358	0.5118487	0.3399004	0.2495517	0.2489556	0.2437328	0.5314675	0.0327783	0.1803331	0.5640816	0.0632361	0.2743274	0.2949329	0.5909824	0.2489513	0.3663962	0.0057554	0.2560166	0.7499359	0.6220152	0.3009075	0.2540463	0.5611737	0.0913676	0.6834390	0.6510354	0.6120186	0.6429888	0.3255890	0.6476074	0.6118570	0.0933969	0.6067159	0.6261685
0.4017221	0.1207056	0.0420560	0.0243839	0.2189778	0.5420766	0.2824615	0.0573141	0.2076293	0.1668802	0.4765442	0.5700418	0.3107567	0.0612393	0.5013281	0.5951019	0.1202400	0.4967198	0.4788550	0.6309135	0.1135689	0.4020966	0.1864845	0.3621087	0.3030778	0.1522644	0.3193377	0.3021848	0.2848636	0.5134085	0.2474573	0.5845703	0.4098509	0.5586460	0.7305930	0.1325326	0.4401906	0.5066170	0.3304218	0.4502448	0.1707701	0.5473475	0.4240118	0.3955218	0.5737697	0.1080860	0.4746143	0.0987309	0.5922635	0.3610351	0.7184218	0.2969447	0.1095125	0.2858584	0.2976891	0.1865180	0.2957470	0.0020480	0.1720757	0.1106805	0.2903444	0.4812887	0.6099295	0.6003618	0.2109484	0.6258701	0.4669626	0.5343067	0.3230399	0.2362849	0.3198133	0.2616659	0.4274370	0.1214915	0.1412242	0.4543179	0.0719995	0.3531652	0.2431099	0.7011527	0.1967479	0.3546801	0.0141601	0.2369954	0.6549885	0.6802946	0.2239006	0.3167449	0.4050952	0.0316669	0.5728590	0.6602299	0.5165962	0.6208710	0.3413333	0.6444796	0.6321593	0.1386054	0.5679935	0.6053114
0.4301823	0.1199328	0.0861961	0.0133145	0.1612097	0.4842396	0.2773500	0.0494874	0.4931126	0.0495289	0.3907099	0.5708390	0.4004095	0.1268285	0.6490735	0.6656920	0.0983169	0.6478049	0.3146111	0.6197894	0.0610960	0.3404498	0.1537873	0.3941810	0.3538734	0.1495332	0.3333467	0.2420217	0.3239325	0.4848211	0.2701428	0.5493367	0.2905147	0.4751791	0.7408435	0.2963055	0.4322583	0.7450095	0.4191307	0.3706041	0.2889721	0.4847798	0.6167959	0.6561378	0.4731798	0.0988352	0.3580070	0.0268476	0.7065575	0.3787369	0.7515878	0.2551397	0.0573497	0.3871365	0.2789932	0.2788998	0.2788414	0.0070433	0.2623045	0.0671741	0.3038750	0.4564593	0.5721424	0.3609537	0.1962436	0.5689120	0.3344059	0.5185334	0.3122680	0.3150280	0.2597216	0.1619442	0.4221900	0.0273108	0.2245699	0.5607729	0.0529702	0.3325672	0.3203682	0.6944220	0.1516713	0.4758046	0.0036064	0.0945768	0.6116526	0.6188755	0.2802296	0.3137395	0.4741100	0.0884779	0.5650162	0.6286218	0.6079495	0.7102288	0.2478936	0.5948551	0.6286451	0.1309090	0.6180829	0.5696713
