"G1"	"G2"	"G3"	"G4"	"G5"	"G6"	"G7"	"G8"	"G9"	"G10"	"G11"	"G12"	"G13"	"G14"	"G15"	"G16"	"G17"	"G18"	"G19"	"G20"	"G21"	"G22"	"G23"	"G24"	"G25"	"G26"	"G27"	"G28"	"G29"	"G30"	"G31"	"G32"	"G33"	"G34"	"G35"	"G36"	"G37"	"G38"	"G39"	"G40"	"G41"	"G42"	"G43"	"G44"	"G45"	"G46"	"G47"	"G48"	"G49"	"G50"	"G51"	"G52"	"G53"	"G54"	"G55"	"G56"	"G57"	"G58"	"G59"	"G60"	"G61"	"G62"	"G63"	"G64"	"G65"	"G66"	"G67"	"G68"	"G69"	"G70"	"G71"	"G72"	"G73"	"G74"	"G75"	"G76"	"G77"	"G78"	"G79"	"G80"	"G81"	"G82"	"G83"	"G84"	"G85"	"G86"	"G87"	"G88"	"G89"	"G90"	"G91"	"G92"	"G93"	"G94"	"G95"	"G96"	"G97"	"G98"	"G99"	"G100"
0.0000000	0.2873824	0.0003665	0.2818343	0.3896462	0.6390217	0.0297236	0.2447571	0.5410664	0.2083289	0.5064764	0.5796194	0.2201537	0.1588304	0.4900600	0.6387013	0.0770438	0.6120622	0.3289501	0.6340712	0.0700055	0.3612576	0.1633395	0.3761623	0.3278935	0.1202113	0.2656607	0.3193887	0.6859685	0.4100698	0.2839869	0.6333358	0.4814296	0.5261110	0.6136690	0.2988649	0.4668419	0.6272033	0.4352341	0.3636588	0.2175490	0.4866759	0.5433904	0.5106279	0.5467234	0.1243144	0.3778190	0.0651461	0.5520879	0.2996041	0.6100267	0.2128040	0.0974767	0.3122184	0.2972630	0.2632994	0.2532103	0.0076512	0.2067668	0.1181446	0.3563100	0.4862821	0.5419808	0.5438183	0.2166346	0.5730271	0.3123814	0.4915862	0.2836173	0.3707844	0.2483758	0.2966916	0.4030161	0.0703949	0.2332166	0.5314234	0.0409688	0.3512976	0.1958422	0.6052188	0.2096677	0.2563301	0.0057631	0.0095525	0.5061233	0.5813121	0.3526902	0.2652275	0.4445900	0.0507154	0.6426887	0.6069476	0.5469753	0.6200754	0.2156372	0.6584858	0.7319333	0.0887459	0.7114195	0.6306715
0.4042879	0.0000000	0.0613375	0.0276532	0.2380332	0.5151638	0.3031173	0.0560865	0.3170794	0.2067710	0.3983103	0.5714701	0.2742493	0.1032833	0.6703390	0.6277134	0.1695042	0.5419877	0.2911944	0.6671329	0.0848237	0.2590657	0.1369415	0.3429066	0.4166556	0.1076489	0.2823680	0.3481827	0.2285364	0.4695167	0.2330427	0.6299362	0.4075306	0.4812972	0.6960334	0.1789032	0.4309338	0.6345915	0.3630661	0.3833015	0.2005253	0.5426711	0.4882205	0.5978733	0.4662381	0.1021368	0.3515217	0.0262842	0.6511026	0.2634929	0.7650963	0.2903348	0.0825925	0.3272950	0.3036105	0.2162842	0.2551362	0.0095486	0.2488229	0.0798931	0.2942827	0.5253593	0.6018159	0.5777611	0.1972520	0.6791072	0.3590574	0.4244761	0.2834702	0.2774168	0.2649143	0.2082384	0.4399447	0.0806007	0.1588693	0.4943919	0.0459223	0.2787550	0.2693099	0.6070269	0.1898903	0.2553002	0.0048322	0.2590312	0.5556005	0.7851909	0.2784868	0.2544902	0.5153682	0.0334844	0.6085880	0.5972626	0.4736322	0.7327220	0.2027011	0.6729580	0.5318829	0.1216333	0.7980795	0.7376619
0.7726289	0.1025080	0.0000000	0.0003051	0.0932779	0.5032116	0.2628449	0.0075945	0.4682521	0.1795298	0.4360675	0.6397508	0.2157267	0.1296088	0.5299164	0.7097098	0.1119838	0.6493080	0.3949210	0.5435183	0.0446711	0.3646124	0.2207426	0.3995170	0.2825036	0.1184038	0.2117183	0.2087471	0.6456718	0.4359712	0.2218857	0.6237204	0.4522659	0.5659483	0.6456462	0.1983879	0.4686172	0.7164579	0.3931542	0.5020757	0.2467022	0.4737111	0.4467941	0.5764951	0.5873330	0.1269966	0.3354605	0.0400963	0.5589617	0.3111129	0.5901980	0.3281916	0.0786613	0.2725487	0.3442026	0.1983575	0.3086038	0.0049318	0.1745422	0.1232922	0.4203227	0.4765609	0.6009132	0.5278953	0.1610924	0.5048705	0.3561583	0.4066435	0.3832219	0.3058620	0.2705922	0.1647151	0.4968574	0.0740300	0.2301925	0.6036588	0.0539467	0.3012856	0.3230063	0.7236802	0.1368015	0.3003731	0.0315280	0.0367582	0.7407796	0.5522551	0.3441571	0.2526662	0.4775270	0.0318990	0.6089603	0.6979528	0.5192471	0.6594994	0.2722498	0.6221580	0.6369231	0.1015564	0.5197398	0.6970996
0.5669109	0.1355525	0.0508303	0.0000000	0.1938529	0.5120825	0.3380155	0.0279083	0.3616980	0.1394164	0.4410218	0.6838813	0.2233237	0.1020864	0.4527405	0.5674310	0.0771556	0.5051514	0.2907416	0.5812665	0.0406073	0.3778215	0.1561498	0.4540002	0.3405115	0.1228811	0.3220950	0.2286623	0.3998040	0.4683811	0.3452335	0.5991103	0.3569068	0.6061562	0.6832848	0.2342459	0.5764532	0.5942951	0.3147257	0.3545654	0.2131562	0.4865641	0.3509981	0.5343540	0.3183295	0.1114790	0.3119998	0.0675292	0.5922725	0.3274151	0.6120798	0.2735480	0.1024028	0.3232377	0.4058040	0.2743307	0.2559040	0.0064533	0.1480626	0.0546903	0.3198165	0.4265405	0.6578412	0.4524875	0.2022670	0.5387747	0.3128415	0.4984227	0.3484884	0.3446560	0.2848456	0.2809426	0.5113629	0.0654692	0.1887957	0.5083189	0.0393418	0.2059645	0.3309078	0.5995443	0.1748916	0.3046821	0.0163554	0.1172608	0.6529804	0.6736234	0.2840536	0.2493229	0.4375619	0.0639783	0.6380717	0.6776775	0.5221792	0.6178173	0.3897807	0.5437040	0.6712506	0.0997745	0.5711135	0.6039663
0.3966099	0.1124513	0.0779625	0.0126874	0.0000000	0.5064291	0.3159450	0.0241592	0.3505156	0.2244224	0.4191087	0.6028855	0.2738544	0.0773709	0.4369369	0.6648829	0.0860188	0.6257820	0.2232407	0.6862392	0.0731786	0.3127409	0.1850333	0.4679374	0.3176262	0.1692308	0.2800384	0.3467319	0.2908095	0.4451822	0.2243021	0.5944795	0.3932620	0.4330267	0.6177434	0.2533974	0.4863977	0.6187569	0.3947505	0.3559020	0.1389445	0.4864714	0.4517754	0.5825733	0.5485823	0.1657864	0.2842817	0.0470598	0.6207230	0.3212008	0.7077647	0.2190110	0.0730753	0.2885574	0.4275946	0.2797233	0.3683721	0.0264592	0.1923346	0.1328240	0.3284437	0.4180227	0.6220074	0.4476290	0.1730056	0.6761787	0.3308676	0.3981829	0.3758757	0.2758852	0.3343382	0.2603988	0.5060081	0.0896479	0.1649758	0.5282857	0.0413107	0.3187410	0.2089250	0.6239662	0.1374492	0.3694160	0.0196418	0.2630455	0.5289385	0.7058821	0.2292866	0.2160081	0.4152055	0.0823286	0.6120809	0.6600015	0.5447641	0.6966670	0.2880814	0.7789726	0.7458512	0.1343788	0.6551123	0.6943882
0.4076146	0.1287480	0.0428968	0.0145421	0.2176177	0.0000000	0.2465586	0.0878079	0.3573584	0.1551807	0.4732165	0.6864558	0.3234553	0.0804451	0.4892709	0.6246457	0.0811431	0.5389278	0.3547819	0.6296029	0.1118818	0.4053560	0.2115343	0.3781827	0.1783653	0.0879720	0.2788562	0.2795915	0.2959674	0.4661829	0.3359300	0.6802511	0.4638896	0.6712315	0.5952843	0.2385164	0.3793400	0.7617025	0.3501756	0.3561949	0.2142868	0.4949300	0.4510694	0.5185443	0.5135734	0.1049106	0.3741099	0.0548180	0.7076643	0.3142536	0.5679560	0.2704107	0.1084778	0.3182045	0.2921778	0.2924976	0.2155957	0.0142004	0.2310463	0.1229226	0.2398909	0.5639153	0.7499460	0.5189171	0.1722595	0.7841231	0.4651316	0.5206751	0.3357880	0.2648080	0.2776888	0.2159395	0.4642328	0.0867167	0.1617889	0.6193461	0.0970126	0.3437800	0.2812327	0.6719571	0.1859124	0.3827622	0.0281129	0.3471071	0.5516479	0.7328440	0.1875029	0.2693261	0.4295937	0.0727085	0.7349324	0.6948856	0.5007394	0.6562825	0.3311178	0.7174908	0.5682920	0.0767114	0.6371199	0.7351697
0.4885118	0.1036620	0.1020888	0.0234379	0.2249679	0.5322525	0.0000000	0.0262748	0.3410686	0.1980588	0.3313459	0.8097097	0.2299339	0.1133747	0.4691670	0.8407264	0.1176699	0.4761380	0.3503467	0.6097360	0.3719183	0.2803431	0.1895616	0.3513772	0.2529640	0.1660988	0.3124261	0.2826228	0.3181787	0.4469884	0.2538209	0.6725992	0.4193090	0.5010140	0.6913305	0.1547672	0.4186566	0.6834685	0.3478447	0.3274524	0.2056232	0.4981215	0.4174575	0.5506029	0.5195897	0.0985323	0.4364200	0.0331721	0.5094053	0.3618438	0.6948151	0.3068542	0.0780950	0.2786494	0.2850274	0.1865560	0.3219130	0.0180797	0.2918546	0.1279412	0.3844778	0.4433433	0.6098728	0.5881369	0.1685214	0.5547106	0.4084937	0.5497246	0.3520784	0.3477980	0.1938047	0.1864639	0.4826434	0.1545970	0.2735842	0.4797195	0.0490959	0.4073563	0.2416912	0.5830434	0.2056108	0.3489100	0.0137655	0.1741349	0.5710071	0.7236194	0.1623760	0.3430780	0.3959491	0.0582573	0.5193560	0.7120840	0.5982716	0.6793245	0.2780305	0.5948957	0.8508766	0.1152272	0.6776186	0.5777691
0.3739117	0.1042303	0.1163456	0.0104637	0.1808985	0.4809203	0.3315637	0.0003909	0.2716257	0.1935290	0.4522877	0.6254028	0.3181446	0.1466566	0.5269421	0.6037298	0.0704796	0.5214848	0.4094340	0.6358661	0.0671321	0.5834394	0.1557564	0.3405655	0.2879779	0.1382956	0.2312488	0.2385276	0.3254673	0.5064316	0.2659711	0.6440057	0.5238016	0.4797418	0.6490375	0.1788281	0.4054819	0.6861227	0.4241763	0.4267478	0.2578449	0.5559331	0.3492593	0.6170328	0.5277035	0.1383692	0.2989373	0.0866962	0.6190984	0.3031144	0.6301120	0.2684476	0.1181625	0.2592119	0.3257925	0.1772213	0.3090902	0.0101161	0.2001602	0.0873522	0.2760214	0.4970677	0.7157750	0.5344594	0.1822384	0.5621368	0.4135566	0.5246460	0.3479780	0.2484787	0.2972629	0.2150061	0.5417753	0.0615460	0.1448077	0.5321479	0.0870161	0.4407623	0.2843618	0.7569503	0.2452720	0.3073198	0.0217472	0.2546386	0.6983998	0.7495682	0.2308059	0.2762114	0.4117813	0.0642746	0.6193141	0.6800869	0.6743691	0.6642790	0.2588342	0.7188260	0.6270607	0.0767043	0.5859118	0.7050981
0.4448486	0.1199910	0.0597575	0.0021719	0.2498387	0.4596023	0.2504698	0.0186092	0.0000000	0.1724452	0.3839496	0.5645576	0.2904618	0.1020054	0.5513194	0.5548374	0.0865417	0.4847424	0.3667848	0.6847266	0.0535883	0.3295684	0.1742363	0.3084958	0.1923495	0.1254466	0.2726809	0.3571830	0.3653663	0.4366464	0.2902893	0.6847598	0.4547115	0.6854095	0.6633328	0.2828257	0.5637839	0.7281773	0.3815394	0.3495516	0.2431396	0.4783977	0.4875652	0.5839209	0.5154064	0.1844997	0.3441003	0.0580959	0.6309779	0.3005538	0.6779909	0.2699011	0.0544555	0.3548694	0.2502477	0.2424088	0.3180581	0.0178504	0.2698315	0.0940416	0.4030231	0.5039693	0.6437444	0.5504838	0.1776779	0.6762974	0.3704460	0.4738804	0.3130439	0.3455194	0.1909024	0.1963953	0.4771374	0.0474348	0.1855447	0.4730433	0.0561298	0.3009825	0.2123077	0.5990709	0.1550504	0.4282039	0.0258134	0.1303516	0.6098477	0.6007641	0.3042347	0.2248437	0.3889760	0.0927903	0.6798261	0.4881140	0.5778840	0.6398436	0.2783925	0.6780781	0.6598401	0.1264554	0.6833527	0.5864575
0.0315204	0.2902905	0.3231770	0.6305637	0.4042826	0.5089557	0.4295453	0.3496669	0.4339494	0.0000000	0.4096726	0.6924301	0.2815915	0.1260898	0.4705727	0.7338481	0.1106491	0.6206724	0.3043912	0.7322552	0.1687857	0.3518235	0.1802845	0.4726328	0.2655818	0.1470456	0.2946884	0.2260730	0.2961535	0.4677157	0.2359251	0.6967933	0.4217364	0.5583366	0.5910259	0.1681273	0.5399605	0.5825237	0.4729356	0.4009156	0.2662720	0.4728871	0.4422614	0.4695459	0.5175930	0.0569046	0.2353138	0.0654295	0.6215685	0.3710992	0.6777511	0.2441530	0.0601289	0.3315200	0.3000087	0.2435078	0.2849744	0.0098988	0.1887180	0.1307584	0.3229298	0.6842844	0.6843250	0.3803620	0.1603048	0.6289510	0.3239040	0.4370373	0.3146815	0.2987839	0.2254816	0.2337136	0.4186454	0.1070487	0.1084344	0.5451262	0.0520241	0.3107319	0.2496147	0.5668754	0.1770011	0.3613296	0.4697450	0.6574642	0.6023968	0.6089769	0.2177561	0.2820738	0.4376326	0.0859362	0.7856483	0.6172933	0.5786264	0.6455911	0.3625995	0.5527204	0.6227678	0.0874577	0.5805602	0.5751346
